1,0,예슬언니!
1027,499,언니 길가다 언니보면 아는체 해도되요??
1,0,예슬언니!
2,0,30대를 앞두고 남은 20대를 걱정하고 조급해하는 사람들에게 하고 싶은 말은 무엇인가요?????
3,0,2. 꼭 무언가를 이뤄야지만 가치있는 인생인가요??
4,1,? 언니만의 인간관계 팁은? ? 그리고 예를 들어 만나면 불편하고 싫은 사람이 있는데 상황때문에 그 관계를 계속 이어나가야 하는 상황이면 어떻게 하실 건 가요??
5,2,"1. 학창시절 추억 썰 듣고 싶어여??
2. 나의 일상에 영감을 주는 사람은?
3. 우리나라에서 가장 좋아하는 장소는?
4. 다음 해보고 싶은 타투는?
자세히 보기"
6,3,언니는 우울함이 찾아왔을 때 어떻게 대처하시나요?
7,3,코로나 덕분에(?) 집에 있는 시간이 많아지면서 전보다 우울해지는 시간이 많아졌어요.
8,3,"언니한테 우울함이란 무엇인지, 그리고 언니만의 현명한 대처법을 알고 싶어요!"
9,4,언니 최근에 사신것중에 제일 잘샀다!!
10,4,생각하는 템이 뭔가용?
11,5,인생에서 진짜 친구가 없는 것 같아요.
12,5,그게 제 잘못일수도 있지만 외로움이 느껴지고 슬프기도 해요.
13,5,이런 고민도 들어주실 수 있을까요?
14,5,?? 항상 잘 보고 있습니다
15,5,??
16,6,앞으로 도전해보고 싶은 꿈이 있다면??!????
17,7,내가 이걸 이시간에 본건 운명이야 언니 궁금한거 너무 많은데 하나만 묻자면 언니의 긍정 마인드는 어디서 나오는지 넘 궁금해요
18,7,???
19,8,"예슬언니는 올해, 그리고 앞으로 10년안에 꼭 이것만은 극복해보려는게 있다"
20,8,던가 꼭 해보고싶은게 있다면 무엇인가요!
21,9,"????배우 예슬언니에게
?대본 외우는 꿀팁이나 방법
?가장 기억에남는 드라마 촬영씬
?앞으로 해보고 싶은 드라마 장르나 역할

???♀???인간 예슬언니에게
??한예슬의 10대,20대는 어땠는가요?"
22,9,??자신의 10년뒤 모습이 어떨거 같나요?
23,9,"??인생에서 가장 힘든순간이 있으셨다면 어떻게 버틸수있었는지
??배우를 하지 않았다면 무엇을 하고 있었을지

????유튜버 예슬언니에게
??유튜브 잘했다고 생각드는 순간은?
??유튜브를하면서 달라진 점은?
??유튜브를 시작하면서 노력하고있는점은?(편집이나 컨텐츠등등..)

??인간으로서의 한예슬???♀? , 배우로서의 한예슬?? , 유튜버로서의 한예슬??의 차이점과 앞으로의 비전,계획은?"
24,10,정말 완벽한 외모를 가진 누님에게도 본인에게 부족함을 느끼나요???
25,11,언니 그댄달라요도 좋아하지만 Memory라는 노래도 좋아하는데 Memory도 불러주실수 있나용?? 언니 영어 엄청 잘하는데 영어가 편해요?
26,11,"한국어가
편해용? 두가지 언어 잘하는 분들은 숫자세는건 영어가 편하다는 사람이 많던데 언니는 막 영어가 더 편한 경우 있으면 언제인지 궁금해용!!!! 언니 사랑해요!!!!!"
27,11,?????? 우리 언니 꽃길만 걷자????????????
28,12,"Q.언니가 생각하는 ""가치있는 인생"" 이란 무엇인가요??"
29,12,또 요즘 취업준비 하면서 자존감이 많이 떨어져 있는데 언니만의 자존감 높이는 노하우? 있으면 공유해주세요!!
30,13,슬럼프가 심하셨을때랑 슬럼프를 견뎌내신 방법이 궁금해요ㅠ
31,14,언니 인생에서 가장 독하게 뭔가 해보셨던 경험이 무엇인가여?
32,15,이깨까지 찍었던 화보중에서 가장 마음에 드는 화보 best5
33,16,혹시 피부 관리나 그런건 어떻게 하나요??
34,16,혹시 무례 하다면 죄송합니다 ㅜㅠ
35,17,배우가 되지 않았다면 무엇이 되었을것 같나요?
36,17,어떤일을 할 때 제일 재미있다고 느끼는지 궁금합니다
37,17,??
38,18,"언니가 지금까지 간 해외 중 제일 좋앗던 나라는? 혹은 추천하는 나라는?
언니가 지금까지 한 드라마 중 맘에들엇던 탑3
언니가 트와일라잇 벨라역을 맡는다면 어떤기분일지?"
39,18,궁금합니다
40,18,아?
41,19,저번 qna에도 나왔을라나....?
42,19,"""한 예 슬"" 이름의 뜻이 궁금해"
43,20,잠이 안 올때 어떻게 하시는지..
44,20,"무슨 노래를 들으시는지두...
잠이 안와서 날을 지새다 보면 너무 우울하고 새벽이 길고..."
45,20,우울해요ㅠㅠ
46,21,또 하고싶은 의미있는 문신이 있나요?
47,21,??
48,22,인생노잼시기가 오면 언니는 어떻게 극복하세요?
49,23,언니 사람을 사귈때 제일 중요하게 생각하는건 뭐예요??
50,24,연예계에서 가장 인성 좋은 연예인이 궁금해요
51,25,언니는 옛날부터 긍정적이고 애교가 많았나요??
52,26,"개인적으로 가장 인물이 좋은 여자,남자 연예인은 누구 인가요?"
53,27,"저는 종강해서 방학중에 넷플릭스 못본거 볼려고 찾아보는데 
혹시 추천해줄만한 넷플릭스 드라마나 영화 있나요!!!"
54,28,삼천포가 할머니댁이라 촬영하셨던 (독일마을)에서 환상의커플 촬영하실때 할머니 손 잡고 구경가곤 했는데 벌써 제가 스물다섯이에요..!
55,28,멀리서나마 많은 카메라들과 스텝들. 언니를 보며 신기해서 방방 뛰었던 기억이 새록새록해요
56,28,"시간도 참 빠르지만 언니에 대한 마음도 정말 같이 커온것처럼 그대루우얌...?????♀???
환상의커플 촬영하실때 가장 재밌었던점/행복했었던점과  힘들었던점 궁금해요!"
57,28,제 예상이지만 힘들었던점은 아무래도 거리가 먼점도 있을듯해요 ㅠㅠ
58,29,"Hello I’m fan for you for long time i love your dramas and I hope to see you again in running man, my question is which one of your drama you miss it and which one you fell you fall for it and you want to live it? And all love for your personalty I respect your choices and how you live your life us you want keeping your self positive and be healthy and safe????????"
59,30,언니는 어떨 때 제일 나다운 모습이라고 생각해요?
60,31,언니 동안인비결이 뭐에요 ??
61,31,????
62,32,"믿었던 사람에게 배신 당했을 때, 그 절망감과 부정적 감정을 어떻게 극복하고 다루면 좋을지 언니의 의견이 궁금해요!!"
63,33,만약에 언니가 좋아하는 사람이 그렇게 좋은 사람이 아닌 것 같으면 어떻게 하실건가요..?
64,34,이쁜이 언니!
65,34,"난 다른 사람들의 눈치를 많이보고,  
몇몇의 사람들이 나를 향해서 비아냥대고 외모를 지적하거나 인신공격을 해. 그럴 때마다 그냥 못 들은 척 지나가거나 그 자리에서 도망치듯 나와.  그래서 친구랑 있거나 가족이랑 있거나 그럴 때는 자존감이 괜찮다고 생각하는데 그런 나를 까내리는 말을 하는 사람들 앞에서는 한없이 작아지고, 자존감이 바닥을 치는 거 같아."
66,34,그럴 때 뭐라고 해야지 속 시원하게 뒤통수를 때릴 수 있을까??
67,34,언니 사랑해?
68,35,발렌티노 행사에서 이렇게 까지 기자님들이 리액션 나온게 이례적이였다고 뜬 영상을 봤는데 혹시 그 영상 보셨나요 ??
69,36,어떻게 그렇게 예쁘실 수 있는 거죠
70,37,제 시선에서는 세상 좋은 건 다 가진듯한 언니가 생각하는 세상에서 가장 중요한 가치가 뭐라고 생각하세요 ?
71,37,영상 항상 잘 보고 있어요
72,37,내 롤모델님 ??
73,38,??언니가 만나본 여자 연예인 중 가장 언니 스타일로 이뻤던 분은 누구인가요?!!!
74,38,??
75,39,예슬언니의 최애 바디크림 & 향수 추천 ♥?♥?♥?
76,40,"예슬언니가 원하는 미래, 결혼하게 된다면 원하는 결혼 후 생활이 궁금해용~"
77,41,1등이다!ㅎㅎ
78,41,언니가 생각하는 언니라눈 사람은 어떤 사람같아용?ㅎㅎ ??
79,42,예슬언니 mbti 궁금해요
80,42,???
81,43,"Hi sister! I have two questions:

1- I would like to know, your 5 favorite series.

2- Would you like to play a villain if you were offered the role?

Kisses from a Brazilian fan!"
82,44,언니!!
83,44,"항상 너무 너무 예쁘고 사랑스러워 죽겠어용!! ????
질문은!! 
1. 맥심믹스커피에 에이스 찍어먹어보셨어요??"
84,44,"(짱 맛있답니다,,)"
85,44,2. 요즘 어떤 노래 주로 들으세요!?
86,44,3. 떡볶이 좋아하세요??
87,44,최애 떡볶이 집은 어디신가요!!??
88,44,4. 당근케이크 좋아하세요!??
89,44,5. 딸기요플레와 복숭아요
90,44,플레 중에 뭐가 더 좋아요??
91,44,"(저는 ??)
6. 놀이동산이 좋아요??"
92,44,워터파크가 좋아요??
93,44,7. 언니의 애착인형? 같은게 있나요??
94,44,"8. 요즘 춤 배우러는 안가시나용?? 
9. 새롭게 배워보고싶은게 있나용??
10. 언니같이 예뻐질려면 다음 생을 기약해야겠죠?? ㅎㅎㅎ"
95,45,친구와의 관계에서 서운했던 점을 말하는게 관계에 좋을까요
96,45,아니면 서운했던 점은 속마음에만 놔두고 말하지 않는게 좋을까요??
97,45,어떻게 생각하시는지 궁금해요!!
98,46,연애특강같은 여름댄스곡 내주실 생각은 없으신가요???ㅠㅠㅠㅠㅠ
99,46,목소리가ㅜ너무 상큼해서 녹을수도 있단말이예요ㅠㅠ
100,47,??한예슬 언니가 추천하는 영화나 드라마!!
101,47,"??언니만의 요즘 소확행
??최근 쇼핑한 것 중 가장 잘 산 템??
??베스킨라빈스 중 최애 맛 (아 언닌 고디바만 드시려나 모르겠지만...
??7월 버킷리스트가 있는지 궁금해요!"
102,48,"인관 관계를 유지하는데 거의 
먼저 연락하고 먼저 만나자고 하는데 계속 그렇게되다보니 나만 이 관계를 소중히 생각하는건가 하는 생각이 들어요."
103,48,내가 연락안하고 하면 자연스레 멀어질 것 같은 관계를 유지하는게 좋을까요
104,48,아니면 자연스레 멀어지는게 좋을까요??
105,48,인맥이 없다는 생각에 집착을 하게 됩니다.
106,49,"기분 우울할때 대처법!
혼자살으시면서 외롭다고느낀적이잇다면 언제인가요?"
107,49,언제부터 결혼에대해 다시 진지하게생각하게되었나요?
108,50,1. 언니 데일리 메이크업 영상 한번만 더 올려주시면 안되요?ㅠㅠ
109,50,(초보자용)으로요 2. 인생에서 가장 행복하고 후회되었던일 3. 이별의 슬픔을 어떻게 극복했는지 4. 앞으로 언니의 계획 5. 이상형 6. 우울할 때 극복하는 방법 7. 실례가 안된다면 최고 몸무게 그때 어떻게 다이어트를 시도했는지.
110,50,8. 코로나가 잠잠해지면 팬미팅 할 계획이 있으신지!
111,50,9. 살면서 가위에 눌려봤거나 귀신을 본 적이 있으신지 궁궁해용         언니 제가 완전 언니 찐팬이예요ㅎㅎㅎ
112,50,언니가 항상 인트로에 이쁘니들이라고 해줘서 너무 좋아요
113,50,사랑해요
114,50,언니
115,51,언니의 mbti
116,52,이런 질문 좀 그렇지만?? 제가 털이 많은게 고민이라서요...
117,52,"여름이기도 하고 ㅎㅎ 언니는 따로 털 관리 하시는지(제모, 왁싱...) 궁금해요!!"
118,53,한예슬 집에 있는 거울이 부럽습니다.
119,53,어떻게 하면 거울이 될 수 있나요?
120,54,더보기란이나 커뮤니티글은 예슬님이 쓰시는 건가요?
121,54,아니면 관계자분이 써주시는 건가요?
122,54,글이 음성지원 수준으로 예슬님 말투라서요
123,55,배우나 방송 아니면 어떤 일 했을 것 같아요?
124,55,어떤 회사 다녔을 것 같다
125,55,거나 어떤 사업 했을 것 같다
126,55,요런 거 귱금해요
127,55,??
128,56,언니 혹시 벌레 무서워하시나요 ??!??!?
129,56,집에 혼자 있을때 벌레가 나타나면 잘 죽이(?)는지 궁금해요
130,56,"(큰 벌레든 작은 벌레든) 
벌레 잡는 노하우나 팁있으면 알려주세용 ??"
131,57,"언니가 해보고싶었던 드라마의 역할이 있었다면
어떤 드라마의 어떤 역인지 궁금해요"
132,57,??
133,58,언니의 최애 향수 궁금해요!
134,59,언니가 생각했을때 인생에서 꼭 알아두면 좋은 팁들 있나요 ㅠㅠㅠㅠ
135,59,????????
136,60,와 사진 지인짜 예뻐요 화사하고 귀엽기까지해... 질문하려다 잊어버렸잖아요ㅠ
137,61,다른사람들는 친구나 사회생활하면서 상처를 가장 많이 받는다지만 저는 가족에게서 상처를 가장 많이 받아요.
138,61,언제나 곁에서 힘이 되어주는게 가족이라고 그러던데 저의 우울증을 알면서도 정신이 이상한사람 취급하는데 너무 상처를 받아서 집에서 아무말도 안하고 그러고 지내고있습니다.
139,61,취업되면 독립하려구요.
140,61,"그런데 가끔은 이게 맞는구나 싶으면서도 밥먹으라는 말, 어디가냐는 말을 들을때마다 내가 가족으로써 못할짓을 하고있는건가 고민이 들어요."
141,61,"어떻게해도 끊어낼 수 없는데 혈연이라는데, 이해와 사랑을 받지 못하는 가족들에게 저는 어떻게 해야할까요?"
142,62,1.길거리에서 팬분들이 마주쳐서 인사하고 사진찍어달라고 한다면 부담스러우신가요ㅠ.ㅠ!?
143,62,2.집에서 혼자있는데  갑자기 무서울때는 어떻게 하나요
144,62,"???

3.요즘 유행했던 밸런스게임을 컨텐츠로 만드시는건 어떠신지!!"
145,62,개인적으로 너뮤 재있을것같어요 ㅎ.ㅎ
146,63,예슬언니 살면서 부모님께 했던 가장 큰 효도는 뭐에요?
147,63,(저는 아직까지 철부지 딸...엄빠 사랑해♡)
148,64,"얼굴 몸매 재력 부족한거 없어보이는
언니에게도 부족한부분이나 컴플렉스가 있나요?!"
149,65,언니 mbti 뭔가요 ??!
150,65,성격 너무 닮고 싶어요
151,65,??
152,66,"?언니 노력에 비해 사람들이 몰라주는 부분이 있다면?
?어릴적이지만 생생한 행복했던 장면은 ?
?요즘 언니가 들으면 가장 행복할 것 같은 칭찬이나 말은 ?
?언니의 인생에 어떤 부분을 골라 영화로 만든다면 어떤 시기, 어떤 장르가 좋을까요 ?"
153,66,"?미래 언니의 아들,딸의 이름을 지어본다면 ?
?소설이나 영화 속 캐릭터 중 실존인물이면 좋겠다고 생각하는 사람은 ?
?언니의 길티 플레저(guilty pleasure)는?
?언니 집에서 가장 오래된 물건은 ?

??언니 늘 콩깍지 낀 시선으로 언니 유튜브를 보고 있는 이쁜이입니당??언니가 편하거나 즐거워보이면 제가 다 기분이 좋더라구요"
154,66,??
155,67,MBTI 궁금해요
156,67,??
157,68,언니의 데뷔 슈퍼모델 나가게 되신 계기가 어떻게 되시나용??!!
158,69,거울을 볼때 어떤 기분인지..
159,69,그 외모로 살면 얼마나 행복한지 궁금하네요
160,70,예슬언뉘~!!! 예쁜이들을 위해서 언니가 요즘 읽는 책이나 추천하고 싶은 책 알려주세용~!!???? 코로나 때문에 집콕을 하다
161,70,보니 언니가 재밌게 읽었던 책을 같이 읽어보며 힐링하고 싶네요
162,70,???
163,71,만약 현실에 만족하지 못할 때!! 언니는 주어진 현실 속에서 소확행을 찾아 만족하려고 노력하는 편! vs 더 이상적인 현실로 나아가기 위해 노력하는 편! 어떤것에 가깝나요?
164,72,1.제 자신을 수용하기가 너무 어려워요.
165,72,부러운 사람들이 너무 많아요.
166,72,어떻게 하면 나를 있는 그대로 수용할 수 있을까요?
167,72,2.친구가 없어서 결혼식 하객으로 부를 사람이 없어 고민이에요.
168,73,슬의에서 나오는 대사죠?
169,73,"기억이 잘 안나지만 ..
""넌 널 위해 무얼해주고 있어?"""
170,74,"누님 ... 사람들도 만나시 싫고, 자존감이 낮아질 땐 어떻게 극복하는 게 좋을까요?"
171,75,언니의 MBTI는????
172,76,예슬 언니는 인간관계 가치관에 확실한 것 같아요!
173,76,사람 사이에 연이 끊긴 경우에 언니는 어떻게 대처하시나요?
174,76,너무 친했고 좋아했던 사람이면 다시 연락해도 괜찮은건지..
175,76,인생에서 다시 그사람같은 친구 못만날 것 같지만 밉기도하고..
176,76,뭐가 맞는건지 모르겠어요
177,76,예슬언니 생각이 궁금해요
178,77,이제까지 받았던 선물 중에 가장 기억에 남는 게 뭔지 궁금해요
179,78,언니 저는 아직 속마음을 편하게 이야기 할 수 있는 친구를 못만났어요 ㅠㅠ
180,78,예슬언니는 속마음을 이야기할 수 있는 친구가 많이 있으신가요?
181,78,언젠가 저도 인생 친구를 만날 수 있을까요....?
182,79,많이 들었겠지만 아직도 이쁘단말을 들으면 기분이 좋나요?
183,80,앞으로의 삶의 목표요!
184,81,"I had to google translate this to understand ??
1. What is your biggest pet peeve?
2. Biggest fear
3. If you can turn back time, do you still wanna become a celebrity
4. When was it that you realized from this moment on things will never be the same for you because now you’re famous?
5. What advice would you give to your younger self?
6.What do you wished you were asked about more?

I ENJOYED WATCHING ALL YOUR VIDEOS AND I LOVE YOUU ????????"
185,82,피부 관리 시술 추천해주세요~~!
186,83,연예인 안했으면 무슨일 하셨을지?
187,84,계획보다 폭식을 하게되면 의지까지 무너져버려요..ㅠㅠ
188,84,예슬 언니는 의도와 달리 과식이나 폭식하게 되었을때 어떤 마음가짐을 가지시는지 궁금해요
189,85,"예슬언니는 솔직한 매력이 있으신데, 저는 사람들에게 솔직하게 말을 못하겠어요ㅠㅠ"
190,85,상대가 상처받을 거 같아서 착한 척 하게되고 솔직하게 못 털어놓는데 언니만의 솔직함 비결이 있나요??
191,86,ㅡ Q&A ★  언니가 이제까지 찍으셨던 작품중에 가장 인상 깊었던 드라마는요???????^^
192,86,*~~~~~~~
193,87,"전 요즘 제가 왜 사는지, 뭘 위해 사는지 모르겠어요."
194,87,"예슬이언니는 왜, 무엇을 위해 살아가시나요??"
195,88,제일 좋아하는 음식은 뭐에요?
196,88,"제일 좋아하는 가수는?
제일 좋아하는 배우는?
제일 좋아하는 드라마는?
가장 인상깊게 봤던 영화가 뭐에요?"
197,88,"영화 추천 해주세영!
제일 좋아하는 캐릭터는용?"
198,89,한분야에서 성공하고 존경받는 분이신 만큼 후배 배우들이 존경하는 선배님이라고 언급할때의 기분이 궁금해요
199,89,??
200,90,논스톱4 함께하던 친구들하고 아직도 연락하시나요?
201,90,"장근석,오승은,이윤지 등과 동고동락했을때 ㅋㅋㅋ"
202,91,"저두 언니처럼 내가 진짜 좋아하는 일을 하고 싶고, 찾고 싶어요.."
203,91,"저는 아직도 여전히 진로, 직업 고민인 제가 남들보다 뒤쳐지는 것 같아서 괴로워요"
204,91,????
205,92,지금까지 먹어봤던 여러음식들중에 가장 기억에 남아서 또 먹고싶다!!!.하는 음식 TOP3요!
206,92,:-)
207,93,언니 목소리가 너무 좋아서 그런데 혹시 asmr 영상은 올려주실 생각 없으신가요??!!
208,93,이팅사운드 말고 언니 목소리로.....??
209,94,"1. 연예인 하면서 제일 힘들었던 점!!!!
2. 연예계가 진짜 독해야 살아남는다는데 진짜 그 정도로 ㅎㄷㄷ인가요????"
210,95,"???예슬언닝???
29에서 30살로 넘어가던 새해 기분은???
언니는 언제 '어른이 되었다'고 느꼈어요??"
211,95,"언니도 남들보다 뒤처진다는 느낌을 받기도 하시나용??
미모 열일하시구 코로나 조심해용?????"
212,96,고등학생인데 요즘 공부도 잘 안잡히고 ㅠ 삶이 너무 무기력해 진거 같아요..
213,96,언니만의 슬럼프 극복법이 있나용 ㅜㅜㅜ
214,97,언니도 방구 뿡뿡 껴요??
215,98,언니 햄버거 먹어봤어요??
216,98,언니의 인생 버거 이야기 해주세요
217,99,배우가 꿈인 고1 인데 너무 늦은것 같고 어디서 부터 시작해야 할지 모르겠고 제가 정말 이 일를 잘 할까 고민이 에요ㅜ
218,99,언니는 배우를 어떻게 시작하셨는지 궁금해요!!
219,100,Do you think that you have reached the top of your career when you can just be satisfied with the results or you think that there’s still a way to go ahead?
220,101,How do you stay forever young? I seriously want to be your best friend ?? ?
221,102,"예슬언니의 핑크머리 어느샵에서 한건가여?
언니의 인생최대의 고비는 무엇이었나요?"
222,102,알고 싶어요 ?
223,102,인생최대의 행복은 어떤건지도요?
224,103,꿈은 어떤 언어로 꾸시나요?
225,103,?? 유학 오래하신 분 얘기를 들어보니까 꿈을 꾸는 언어가 한국어에서 다른 언어로 바뀌었다고 해서 굉장히...신기했어요
226,103,:D  아님 혹시 영어로 꿈을 꾸신 적이 있으신가요?
227,104,내가 그토록 원하고 원했던 일이 이루어지지 않았을때나 누군가 나에게 뒷통수를 쳤을때 언니라면 어떻게 대처하나 알고싶어요 ㅠㅠ
228,104,제가 지금 그런 상황인데 슬프기만 하고 어떻게 행동해야할지 모르겠거든요..ㅠㅠ
229,105,"1. 나만의 가르마 잘 타는 법!
2. 하루에 잠 몇시간 자요?"
230,105,3. 집안에서의 주 스타일 궁금해요!
231,105,(저는 머리카락 다 쓸어올리는 헤어밴드 필수착용해요..ㅎ)
232,105,영상 항상 잘 보고 있어요ㅎㅎ
233,106,유투브 영상 보면 도전하고 계속 바쁘게 일을 해나가시면서도 밝은 모습들이 많이 보여져서 에너지 많이 얻었어요!
234,106,한예슬님의 삶의 목적이 뭔지 궁금해요!
235,107,연하남어때요?
236,107,위아래 몇살까지!?
237,108,제가 그냥 친구는 많은데 절친은 없는거같아요ㅠㅠ
238,108,어떻게 하면 절친을 만들 수 있을까요?
239,109,용서못할 사람을 용서하는 법이나..
240,109,언니는 그사람을 어떻게 대하고 그 사건에 어떻게 반응하는지 궁금해요~
241,110,언니의 기준에서 연예인들 중에 여자 연예인 남자 연예인 누가 제일 예쁘고 잘생겼다고 생각하세요?^^
242,110,30대~40대 연예인이요!
243,110,(언니 빼고요~
244,110,??????)
245,111,이쁜이들이랑 소통하는 유튜버 한예슬도 좋지만 배우 한예슬로서 차기작 준비중이신지 궁금합니다
246,111,?
247,112,??언니가 자주쓰시는 향수들이 궁금합니다
248,112,??
249,113,대놓고 저를 힘들게 하는 사람과 1년을 봐야한다면 어떻게 하실건가요?
250,114,어떻게하면 하루를 알!차!게! 보낼 수 있을까용?혹시라도 시간을 물처럼 흘려보낸듯한 기분이들 때 좌절하지 않을 수 있을까요....
251,114,??????
252,115,"이쁘니 언니♡
도전해보고싶은 시도해보고싶은 배역이 있나요?"
253,116,언니는 무엇을 하셨을 때 행복하고 기쁜가요 ?
254,116,취미나 특기 공유해줘요
255,116,??
256,117,취업준비하면서 자존감이떨어지는데 ㅜ자존감높이는방법이잇나요
257,117,누나도 자본하나두 없이 힐링하는방법이 잇나요?
258,117,누나 다이어트로1일1식괜찮은가요?
259,118,질문은 아니지만 언니 마음씨가 정말 예쁜 것 같다..ㅠㅠㅠㅠ
260,118,큐엔에이 좋아하니까 또 해주는거 너무 감동???? 언니 사랑해
261,119,비타민같이 톡톡 튀는 상큼 발랄 매력 예슬언니 짱짱?? 항상 긍정 에너지 듬뿍 받고 있습니다!
262,119,감사하고 사랑해요~
263,119,항상 좋은 영상 응원합니다
264,119,???
265,120,언니 영어 발음 너무 좋아서 영어 동화나 책 읽어주는 콘텐츠 할 생각있나요??????
266,121,예전에 예슬언니 나온 뱀파이어드라마가 생각나요.
267,121,뱀파이어 같으신데 사람인척 숨기고 사시는 기분은 어때요?
268,122,??????연예인이된계기는요?
269,122,"연예인,배우가 되고싶다고 마음먹은 계기는요?"
270,122,지금까지 잘 버텨오신 노하우??!
271,123,언니는 다음 생에도 언니로 태어나고 싶나요??
272,124,처음으로 자격지심이 생겼는데 극복이 잘 안돼요ㅠㅠ 너무 힘들고 옛날엔 자신감도 넘쳤는데 요즘 자격지심으로 변한 성격때문에 제 자신도 낯선데 어떻게 극복하면 좋을까요ㅠ
273,125,현재에 만족하면서 살아가는 방법에 대해 궁금합니다.
274,125,미래도 불안하고 가진것도 많이 없지만 지금행복하기 위해서 현재를 살아야한다고 생각하는데 쉽지 않네요 ㅎㅎ
275,125,영상 정말 잘보고 있습니다.
276,125,긍정적인 에너지를 주셔서 감사하고 앞으로도 멋진 모습 기대할께요!
277,126,예슬언니 방부제 미모의 비결은 무엇인가요?
278,126,"항상 자신감있게, 인생을 즐기며 사는 모습이 너무 보기좋아요 !"
279,126,그 힘의 원천은 어디서 나오는건가요?!
280,127,예슬언니~예전영상에서 기독교인이라고 말씀하셨는데요
281,127,신앙생활을 어떻게 하고계신지 궁금해요
282,127,":-)
또,특별한 신앙 간증도 있으심 나눠주세요"
283,127,♡오늘도 예슬언니를 사랑하고 언니의 영혼을 위해 기도하는 그리스도인들이 있다는것도 기억해주세요
284,127,♡
285,128,언니는 언제 언니가 가장 예뻐 보여요??
286,129,"펜디, 디디에두보, 생로랑 등등 제가 좋아하는 브랜드의 모델이신데 , 현재 모델인 브랜드 중에서개인적으로 마음에 드는 브랜드가 뭔지 궁금해요ㅎㅎ"
287,130,살면서 가장 중요하게 생각하는 몇가지가 있나요?
288,130,"어떤 시각으로 인생을 바라보고 사시는지, 일할땐 어떤 생각을 겸하시는지 궁금해요"
289,130,늘 미래지향적인 예슬님이 어떤 대답을 해주실지 기대가되요 그리고 제가 많이 사랑해요
290,130,??
291,131,지금의 자리까지 올라온 배우님 ! 지금 당신은 정말 행복하신가요 ?~
292,132,언닝 정~~~~말!! 친했던 절친이랑 연락 끊긴지 2~3년이 되어가요
293,132,초딩때부터 사회인 되기까지 서로가 세상에서 젤 소중하다고 여긴 찐-인연인데 사회생활 하면서 어느순간부터 서로 대화가 어긋나고 맞지않는 부분이 있고 말하지않는 비밀이 생기고 어색해지고 .. 갑자스레 그런관계가 한순간에 되버리니 한차례 자연스럽게 멀어졌다가 다시 연락이 닿아 이어오다가 다시 끊어진게 2년이 넘었거든요..?
294,132,연락처도 지우지 못하고 그렇다고 해보지도 못하는 이 애매한 상황을 어떡하면 좋을까여..ㅠㅠ 요 며칠간은 꿈에도 나오고 힘들어요
295,132,다시 연락해볼까 싶다가도 용기가 없고 다시 만난다해도 제자리걸음일것 같아 선뜻 이러지도 저러지도 못하겠어요
296,132,언닝 도와주세여~??
297,133,언니~ 언제 가장 자신이 화려한 조명에 비춰진다고 생각하시나용?? :)
298,134,내가 좋아하는 옷의 스타일 VS 내게 어울리는 옷의 스타일 이둘을 어떻게 콜라보 해야할까요 ㅠㅠ
299,135,"언니의
행복의 기준과 성공의 기준이 있으신가요?~"
300,135,궁금해요~ !
301,136,예슬언니 넘이뻐요 환상컾 그 드라마때 굉장히 좋아했던분 진짜 넘~~~~예뿌심ㅠㅜ
302,137,요즘 다이어트 때문에 너무 스트레스 받아요ㅠㅠ
303,137,언니만의 다이어트 팁과 당당하게 사는 법 너무 궁금해요!
